Date,pm2.5,pm10,O3,NO2,SO2,co,AQI,Dominant_Pollutant,Month,DayOfWeek,IsWeekend,season_Autumn,season_Monsoon,season_Spring,season_Summer,season_Winter
2020-02-04,254.0,69.78444236176195,27.0,33.0,6.0,5.913357400722021,403,pm2.5,2,1,0,0,0,1,0,0
2020-02-05,181.0,69.80318650421744,26.0,29.0,7.0,5.931407942238267,347,pm2.5,2,2,0,0,0,1,0,0
2020-02-06,175.0,69.82193064667291,26.0,23.0,6.0,5.949458483754513,342,pm2.5,2,3,0,0,0,1,0,0
2020-02-07,174.0,69.8406747891284,27.0,34.0,7.0,5.967509025270758,342,pm2.5,2,4,0,0,0,1,0,0
2020-02-08,209.0,69.85941893158387,29.0,41.0,9.0,5.985559566787003,368,pm2.5,2,5,1,0,0,1,0,0
2020-02-09,240.0,69.87816307403936,31.0,44.0,7.0,6.003610108303249,392,pm2.5,2,6,1,0,0,1,0,0
2020-02-10,200.0,69.89690721649484,31.0,42.0,15.0,6.021660649819495,362,pm2.5,2,0,0,0,0,1,0,0
2020-02-11,238.0,69.91565135895033,33.0,42.0,10.0,6.039711191335741,391,pm2.5,2,1,0,0,0,1,0,0
2020-02-12,218.0,69.93439550140582,24.0,26.0,13.0,6.0577617328519855,375,pm2.5,2,2,0,0,0,1,0,0
2020-02-13,159.0,69.95313964386129,28.0,18.0,10.0,6.075812274368231,330,pm2.5,2,3,0,0,0,1,0,0
2020-02-14,137.0,69.97188378631678,27.0,31.0,13.0,6.093862815884476,313,pm2.5,2,4,0,0,0,1,0,0
2020-02-15,126.0,69.99062792877226,30.0,34.0,9.0,6.111913357400722,305,pm2.5,2,5,1,0,0,1,0,0
2020-02-16,169.0,70.00937207122774,30.0,37.0,6.0,6.129963898916968,338,pm2.5,2,6,1,0,0,1,0,0
2020-02-17,168.0,70.02811621368322,32.0,39.0,13.0,6.148014440433213,337,pm2.5,2,0,0,0,0,1,0,0
2020-02-18,169.0,70.04686035613871,31.0,45.0,9.0,6.166064981949459,338,pm2.5,2,1,0,0,0,1,0,0
2020-02-19,184.0,70.06560449859418,26.0,20.0,7.0,6.184115523465704,349,pm2.5,2,2,0,0,0,1,0,0
2020-02-20,160.0,70.08434864104967,25.0,14.0,6.0,6.202166064981949,331,pm2.5,2,3,0,0,0,1,0,0
2020-02-21,174.0,70.10309278350516,17.0,23.0,4.0,6.2202166064981945,342,pm2.5,2,4,0,0,0,1,0,0
2020-02-22,154.0,70.12183692596064,23.0,23.0,5.0,6.23826714801444,326,pm2.5,2,5,1,0,0,1,0,0
2020-02-23,175.0,70.14058106841613,21.0,23.0,3.0,6.256317689530686,342,pm2.5,2,6,1,0,0,1,0,0
2020-02-24,164.0,70.1593252108716,21.0,20.0,2.0,6.274368231046932,334,pm2.5,2,0,0,0,0,1,0,0
2020-02-25,98.0,70.17806935332709,24.0,25.0,3.0,6.2924187725631775,227,pm2.5,2,1,0,0,0,1,0,0
2020-02-26,136.0,70.19681349578256,26.0,23.0,4.0,6.310469314079422,312,pm2.5,2,2,0,0,0,1,0,0
2020-02-27,138.0,70.21555763823805,22.0,20.0,4.0,6.328519855595667,314,pm2.5,2,3,0,0,0,1,0,0
2020-02-28,140.0,70.23430178069353,24.0,20.0,4.0,6.346570397111913,315,pm2.5,2,4,0,0,0,1,0,0
2020-02-29,154.0,70.25304592314902,22.0,18.0,3.0,6.364620938628159,326,pm2.5,2,5,1,0,0,1,0,0
2020-03-01,112.0,69.14714151827553,23.0,23.0,4.0,5.299638989169675,273,pm2.5,3,6,1,0,0,1,0,0
2020-03-02,146.0,69.16588566073102,14.0,41.0,5.0,5.317689530685921,320,pm2.5,3,0,0,0,0,1,0,0
2020-03-03,167.0,69.18462980318651,24.0,23.0,7.0,5.3357400722021655,336,pm2.5,3,1,0,0,0,1,0,0
2020-03-04,153.0,69.20337394564199,22.0,13.0,4.0,5.353790613718411,325,pm2.5,3,2,0,0,0,1,0,0
2020-03-05,134.0,69.22211808809747,19.0,13.0,4.0,5.371841155234657,311,pm2.5,3,3,0,0,0,1,0,0
2020-03-06,129.0,69.24086223055295,19.0,12.0,3.0,5.389891696750903,307,pm2.5,3,4,0,0,0,1,0,0
2020-03-07,86.0,69.25960637300844,21.0,14.0,3.0,5.4079422382671485,187,pm2.5,3,5,1,0,0,1,0,0
2020-03-08,107.0,69.27835051546391,24.0,20.0,4.0,5.425992779783393,257,pm2.5,3,6,1,0,0,1,0,0
2020-03-09,124.0,69.2970946579194,20.0,19.0,5.0,5.444043321299639,303,pm2.5,3,0,0,0,0,1,0,0
2020-03-10,185.0,69.31583880037488,23.0,14.0,7.0,5.462093862815884,350,pm2.5,3,1,0,0,0,1,0,0
2020-03-11,151.0,69.33458294283037,26.0,20.0,10.0,5.48014440433213,324,pm2.5,3,2,0,0,0,1,0,0
2020-03-12,158.0,69.35332708528585,16.0,13.0,5.0,5.498194945848375,329,pm2.5,3,3,0,0,0,1,0,0
2020-03-13,108.0,69.37207122774133,18.0,20.0,5.0,5.516245487364621,260,pm2.5,3,4,0,0,0,1,0,0
2020-03-14,120.0,69.39081537019682,20.0,14.0,5.0,5.534296028880867,300,pm2.5,3,5,1,0,0,1,0,0
2020-03-15,139.0,69.4095595126523,24.0,27.0,5.0,5.552346570397112,315,pm2.5,3,6,1,0,0,1,0,0
2020-03-16,124.0,69.42830365510778,30.0,23.0,12.0,5.5703971119133575,303,pm2.5,3,0,0,0,0,1,0,0
2020-03-17,134.0,69.44704779756326,27.0,25.0,11.0,5.588447653429602,311,pm2.5,3,1,0,0,0,1,0,0
2020-03-18,145.0,69.46579194001875,29.0,27.0,18.0,5.606498194945848,319,pm2.5,3,2,0,0,0,1,0,0
2020-03-19,158.0,69.48453608247422,30.0,28.0,12.0,5.624548736462094,329,pm2.5,3,3,0,0,0,1,0,0
2020-03-20,160.0,69.50328022492971,21.0,14.0,10.0,5.64259927797834,331,pm2.5,3,4,0,0,0,1,0,0
2020-03-21,117.0,69.52202436738519,25.0,11.0,8.0,5.660649819494585,290,pm2.5,3,5,1,0,0,1,0,0
2020-03-22,129.0,69.54076850984067,27.0,10.0,8.0,5.67870036101083,307,pm2.5,3,6,1,0,0,1,0,0
2020-03-23,144.0,69.55951265229615,28.0,11.0,8.0,5.696750902527076,318,pm2.5,3,0,0,0,0,1,0,0
2020-03-24,158.0,69.57825679475164,20.0,5.0,7.0,5.714801444043321,329,pm2.5,3,1,0,0,0,1,0,0
2020-03-25,124.0,69.59700093720713,19.0,4.0,6.0,5.732851985559567,303,pm2.5,3,2,0,0,0,1,0,0
2020-03-26,100.0,69.6157450796626,12.0,4.0,8.0,5.750902527075812,233,pm2.5,3,3,0,0,0,1,0,0
2020-03-27,115.0,69.63448922211809,22.0,3.0,6.0,5.768953068592058,283,pm2.5,3,4,0,0,0,1,0,0
2020-03-28,91.0,69.65323336457357,21.0,2.0,6.0,5.787003610108304,203,pm2.5,3,5,1,0,0,1,0,0
2020-03-29,78.0,69.67197750702906,24.0,3.0,7.0,5.805054151624549,160,pm2.5,3,6,1,0,0,1,0,0
2020-03-30,87.0,69.69072164948453,26.0,5.0,7.0,5.823104693140794,190,pm2.5,3,0,0,0,0,1,0,0
2020-03-31,109.0,69.70946579194002,27.0,5.0,7.0,5.841155234657039,263,pm2.5,3,1,0,0,0,1,0,0
2020-04-01,122.0,68.58481724461106,23.0,4.0,6.0,4.758122743682311,302,pm2.5,4,2,0,0,0,0,1,0
2020-04-02,97.0,68.60356138706655,27.0,3.0,7.0,4.776173285198556,223,pm2.5,4,3,0,0,0,0,1,0
2020-04-03,67.0,68.62230552952202,28.0,3.0,7.0,4.794223826714801,135,co,4,4,0,0,0,0,1,0
2020-04-04,91.0,68.64104967197751,27.5,3.5,7.0,4.812274368231047,203,pm2.5,4,5,1,0,0,0,1,0
2020-04-05,95.0,68.65979381443299,27.0,4.0,7.0,4.830324909747293,217,pm2.5,4,6,1,0,0,0,1,0
2020-04-06,99.0,68.67853795688848,24.0,3.0,8.0,4.8483754512635375,230,pm2.5,4,0,0,0,0,0,1,0
2020-04-07,107.0,68.69728209934395,25.0,4.0,4.0,4.866425992779783,257,pm2.5,4,1,0,0,0,0,1,0
2020-04-08,93.0,68.71602624179944,29.0,3.0,4.0,4.884476534296029,210,pm2.5,4,2,0,0,0,0,1,0
2020-04-09,86.0,68.73477038425492,31.0,8.0,11.0,4.902527075812275,187,pm2.5,4,3,0,0,0,0,1,0
2020-04-10,111.0,68.7535145267104,31.0,16.0,10.0,4.92057761732852,270,pm2.5,4,4,0,0,0,0,1,0
2020-04-11,145.0,68.77225866916588,26.0,8.0,8.0,4.938628158844765,319,pm2.5,4,5,1,0,0,0,1,0
2020-04-12,116.0,68.79100281162137,28.0,12.0,16.0,4.956678700361011,287,pm2.5,4,6,1,0,0,0,1,0
2020-04-13,121.0,68.80974695407684,31.0,11.0,9.0,4.974729241877256,301,pm2.5,4,0,0,0,0,0,1,0
2020-04-14,136.0,68.82849109653233,24.0,14.0,8.0,4.992779783393502,312,pm2.5,4,1,0,0,0,0,1,0
2020-04-15,151.0,68.84723523898782,30.0,14.0,12.0,5.0108303249097474,324,pm2.5,4,2,0,0,0,0,1,0
2020-04-16,160.0,68.8659793814433,28.0,17.0,11.0,5.028880866425993,331,pm2.5,4,3,0,0,0,0,1,0
2020-04-17,184.0,68.88472352389878,28.0,11.0,8.0,5.046931407942238,349,pm2.5,4,4,0,0,0,0,1,0
2020-04-18,135.0,68.90346766635426,31.0,9.0,8.0,5.064981949458484,312,pm2.5,4,5,1,0,0,0,1,0
2020-04-19,132.0,68.92221180880975,27.0,6.0,7.0,5.0830324909747295,309,pm2.5,4,6,1,0,0,0,1,0
2020-04-20,115.0,68.94095595126522,27.0,5.0,10.0,5.101083032490974,283,pm2.5,4,0,0,0,0,0,1,0
2020-04-21,92.0,68.95970009372071,25.0,10.0,9.0,5.11913357400722,207,pm2.5,4,1,0,0,0,0,1,0
2020-04-22,116.0,68.97844423617619,36.0,14.0,9.0,5.137184115523466,287,pm2.5,4,2,0,0,0,0,1,0
2020-04-23,137.0,68.99718837863168,24.0,7.0,10.0,5.155234657039712,313,pm2.5,4,3,0,0,0,0,1,0
2020-04-24,117.0,69.01593252108717,30.0,7.0,11.0,5.1732851985559565,290,pm2.5,4,4,0,0,0,0,1,0
2020-04-25,145.0,69.03467666354264,25.0,4.0,5.0,5.191335740072202,319,pm2.5,4,5,1,0,0,0,1,0
2020-04-26,108.0,69.05342080599813,30.0,6.0,5.0,5.209386281588448,260,pm2.5,4,6,1,0,0,0,1,0
2020-04-27,70.0,69.0721649484536,29.0,7.0,5.0,5.227436823104693,140,co,4,0,0,0,0,0,1,0
2020-04-28,108.0,69.0909090909091,25.0,6.0,5.0,5.245487364620939,260,pm2.5,4,1,0,0,0,0,1,0
2020-04-29,98.0,69.10965323336457,29.0,6.0,5.0,5.263537906137184,227,pm2.5,4,2,0,0,0,0,1,0
2020-04-30,113.0,69.12839737582006,26.0,4.0,5.0,5.28158844765343,277,pm2.5,4,3,0,0,0,0,1,0
2020-05-01,75.0,68.0037488284911,24.0,5.0,5.0,4.1985559566787005,150,pm2.5,5,4,0,0,0,0,1,0
2020-05-02,104.0,68.02249297094657,27.0,4.0,6.0,4.216606498194946,247,pm2.5,5,5,1,0,0,0,1,0
2020-05-03,103.0,68.04123711340206,27.0,6.0,5.0,4.234657039711191,243,pm2.5,5,6,1,0,0,0,1,0
2020-05-04,99.0,68.05998125585754,24.0,5.0,5.0,4.252707581227437,230,pm2.5,5,0,0,0,0,0,1,0
2020-05-05,85.0,68.07872539831303,27.0,6.0,5.0,4.270758122743683,183,pm2.5,5,1,0,0,0,0,1,0
2020-05-06,83.0,68.09746954076851,40.0,6.0,6.0,4.288808664259928,177,pm2.5,5,2,0,0,0,0,1,0
2020-05-07,95.0,68.11621368322399,34.0,8.0,5.0,4.306859205776173,217,pm2.5,5,3,0,0,0,0,1,0
2020-05-08,115.0,68.13495782567948,49.0,7.0,5.0,4.324909747292419,283,pm2.5,5,4,0,0,0,0,1,0
2020-05-09,138.0,68.15370196813495,44.0,5.0,5.0,4.342960288808664,314,pm2.5,5,5,1,0,0,0,1,0
2020-05-10,129.0,68.17244611059044,36.0,6.0,4.0,4.3610108303249095,307,pm2.5,5,6,1,0,0,0,1,0
2020-05-11,87.0,68.19119025304592,35.0,9.0,4.0,4.379061371841155,190,pm2.5,5,0,0,0,0,0,1,0
2020-05-12,121.0,68.2099343955014,43.0,8.0,4.0,4.397111913357401,301,pm2.5,5,1,0,0,0,0,1,0
2020-05-13,111.0,68.22867853795688,39.0,11.0,5.0,4.415162454873646,270,pm2.5,5,2,0,0,0,0,1,0
2020-05-14,145.0,68.24742268041237,15.0,17.0,5.0,4.433212996389892,319,pm2.5,5,3,0,0,0,0,1,0
2020-05-15,153.0,68.26616682286786,16.0,13.0,5.0,4.451263537906137,325,pm2.5,5,4,0,0,0,0,1,0
2020-05-16,116.0,68.28491096532333,18.0,24.0,5.0,4.469314079422382,287,pm2.5,5,5,1,0,0,0,1,0
2020-05-17,143.0,68.30365510777882,12.0,21.0,5.0,4.487364620938628,318,pm2.5,5,6,1,0,0,0,1,0
2020-05-18,133.0,68.3223992502343,13.0,23.0,5.0,4.505415162454874,310,pm2.5,5,0,0,0,0,0,1,0
2020-05-19,118.0,68.34114339268979,33.0,15.0,4.0,4.52346570397112,293,pm2.5,5,1,0,0,0,0,1,0
2020-05-20,137.0,68.35988753514526,34.0,17.0,3.0,4.541516245487364,313,pm2.5,5,2,0,0,0,0,1,0
2020-05-21,143.0,68.37863167760075,27.0,23.0,3.0,4.55956678700361,318,pm2.5,5,3,0,0,0,0,1,0
2020-05-22,146.0,68.39737582005623,23.0,12.0,5.0,4.577617328519856,320,pm2.5,5,4,0,0,0,0,1,0
2020-05-23,152.0,68.41611996251171,16.0,18.0,4.0,4.595667870036101,325,pm2.5,5,5,1,0,0,0,1,0
2020-05-24,141.0,68.4348641049672,11.0,25.0,6.0,4.613718411552346,316,pm2.5,5,6,1,0,0,0,1,0
2020-05-25,134.0,68.45360824742268,17.0,25.0,7.0,4.631768953068592,311,pm2.5,5,0,0,0,0,0,1,0
2020-05-26,138.0,68.47235238987817,20.0,15.0,4.0,4.649819494584838,314,pm2.5,5,1,0,0,0,0,1,0
2020-05-27,119.0,68.49109653233364,27.0,7.0,15.0,4.667870036101083,297,pm2.5,5,2,0,0,0,0,1,0
2020-05-28,87.0,68.50984067478913,27.0,7.0,7.0,4.6859205776173285,190,pm2.5,5,3,0,0,0,0,1,0
2020-05-29,112.0,68.5285848172446,17.0,7.0,7.0,4.703971119133574,273,pm2.5,5,4,0,0,0,0,1,0
2020-05-30,96.0,68.5473289597001,21.0,7.0,7.0,4.722021660649819,220,pm2.5,5,5,1,0,0,0,1,0
2020-05-31,115.0,68.56607310215557,23.0,12.0,7.0,4.740072202166065,283,pm2.5,5,6,1,0,0,0,1,0
2020-06-01,117.0,67.44142455482661,17.0,12.0,4.0,4.0,290,pm2.5,6,0,0,0,1,0,0,0
2020-06-02,128.0,67.4601686972821,17.0,14.0,4.0,4.0,306,pm2.5,6,1,0,0,1,0,0,0
2020-06-03,122.0,67.47891283973757,29.0,10.0,4.0,4.0,302,pm2.5,6,2,0,0,1,0,0,0
2020-06-04,90.0,67.49765698219306,16.0,6.0,7.0,4.0,200,pm2.5,6,3,0,0,1,0,0,0
2020-06-05,72.0,67.51640112464855,11.0,8.0,8.0,4.0,140,pm2.5,6,4,0,0,1,0,0,0
2020-06-06,80.0,67.53514526710403,15.0,7.0,4.0,4.0,167,pm2.5,6,5,1,0,1,0,0,0
2020-06-07,86.0,67.55388940955952,16.0,17.0,5.0,4.0,187,pm2.5,6,6,1,0,1,0,0,0
2020-06-08,94.0,67.57263355201499,14.0,24.0,10.0,4.0,213,pm2.5,6,0,0,0,1,0,0,0
2020-06-09,130.0,67.59137769447048,17.0,13.0,11.0,4.0,308,pm2.5,6,1,0,0,1,0,0,0
2020-06-10,155.0,67.61012183692596,16.0,10.0,7.0,4.0,327,pm2.5,6,2,0,0,1,0,0,0
2020-06-11,140.0,67.62886597938144,30.0,10.0,8.0,4.0,315,pm2.5,6,3,0,0,1,0,0,0
2020-06-12,127.0,67.64761012183692,24.0,9.0,8.0,4.0,305,pm2.5,6,4,0,0,1,0,0,0
2020-06-13,92.0,67.66635426429241,21.0,9.0,3.0,4.0,207,pm2.5,6,5,1,0,1,0,0,0
2020-06-14,86.0,67.6850984067479,17.0,13.0,3.0,4.0,187,pm2.5,6,6,1,0,1,0,0,0
2020-06-15,101.0,67.70384254920337,24.0,10.0,6.0,4.0,237,pm2.5,6,0,0,0,1,0,0,0
2020-06-16,90.0,67.72258669165886,16.0,8.0,6.0,4.0,200,pm2.5,6,1,0,0,1,0,0,0
2020-06-17,87.0,67.74133083411434,20.0,9.0,6.0,4.0,190,pm2.5,6,2,0,0,1,0,0,0
2020-06-18,89.0,67.76007497656983,27.0,8.0,3.0,4.0,197,pm2.5,6,3,0,0,1,0,0,0
2020-06-19,89.0,67.7788191190253,23.0,8.0,2.0,4.0,197,pm2.5,6,4,0,0,1,0,0,0
2020-06-20,95.0,67.79756326148079,21.0,6.0,3.0,4.0,217,pm2.5,6,5,1,0,1,0,0,0
2020-06-21,83.0,67.81630740393626,20.0,8.0,3.0,4.018050541516246,177,pm2.5,6,6,1,0,1,0,0,0
2020-06-22,80.0,67.83505154639175,18.0,8.0,2.0,4.036101083032491,167,pm2.5,6,0,0,0,1,0,0,0
2020-06-23,81.0,67.85379568884724,17.0,9.0,9.0,4.054151624548736,170,pm2.5,6,1,0,0,1,0,0,0
2020-06-24,123.0,67.87253983130272,15.0,13.0,9.0,4.072202166064982,302,pm2.5,6,2,0,0,1,0,0,0
2020-06-25,101.0,67.8912839737582,24.0,12.0,3.0,4.090252707581228,237,pm2.5,6,3,0,0,1,0,0,0
2020-06-26,71.0,67.91002811621368,22.0,14.0,7.0,4.108303249097473,137,pm2.5,6,4,0,0,1,0,0,0
2020-06-27,74.0,67.92877225866917,26.0,13.0,3.0,4.126353790613718,147,pm2.5,6,5,1,0,1,0,0,0
2020-06-28,80.0,67.94751640112464,24.0,13.0,3.0,4.144404332129964,167,pm2.5,6,6,1,0,1,0,0,0
2020-06-29,67.0,67.96626054358013,25.0,13.0,7.0,4.162454873646209,127,co,6,0,0,0,1,0,0,0
2020-06-30,87.0,67.98500468603561,25.0,13.0,3.0,4.180505415162455,190,pm2.5,6,1,0,0,1,0,0,0
2020-07-01,96.0,66.86035613870665,18.0,13.0,3.0,4.0,220,pm2.5,7,2,0,0,1,0,0,0
2020-07-02,122.0,66.87910028116214,16.0,15.0,3.0,4.0,302,pm2.5,7,3,0,0,1,0,0,0
2020-07-03,128.0,66.89784442361761,15.0,11.0,7.0,4.0,306,pm2.5,7,4,0,0,1,0,0,0
2020-07-04,130.0,66.9165885660731,18.0,11.0,3.0,4.0,308,pm2.5,7,5,1,0,1,0,0,0
2020-07-05,84.0,66.93533270852859,11.0,11.0,3.0,4.0,180,pm2.5,7,6,1,0,1,0,0,0
2020-07-06,65.0,66.95407685098407,10.0,13.0,4.0,4.0,125,co,7,0,0,0,1,0,0,0
2020-07-07,65.0,66.97282099343956,18.0,13.0,7.0,4.0,125,co,7,1,0,0,1,0,0,0
2020-07-08,83.0,66.99156513589503,18.0,14.0,10.0,4.0,177,pm2.5,7,2,0,0,1,0,0,0
2020-07-09,73.0,67.01030927835052,19.0,11.0,3.0,4.0,143,pm2.5,7,3,0,0,1,0,0,0
2020-07-10,77.0,67.029053420806,20.0,6.0,6.0,4.0,157,pm2.5,7,4,0,0,1,0,0,0
2020-07-11,77.0,67.04779756326148,21.0,6.0,3.0,4.0,157,pm2.5,7,5,1,0,1,0,0,0
2020-07-12,76.0,67.06654170571696,24.0,11.0,6.0,4.0,153,pm2.5,7,6,1,0,1,0,0,0
2020-07-13,77.0,67.08528584817245,16.0,9.0,7.0,4.0,157,pm2.5,7,0,0,0,1,0,0,0
2020-07-14,75.0,67.10402999062792,28.0,9.0,7.0,4.0,150,pm2.5,7,1,0,0,1,0,0,0
2020-07-15,93.0,67.12277413308341,31.0,8.0,6.0,4.0,210,pm2.5,7,2,0,0,1,0,0,0
2020-07-16,97.0,67.1415182755389,96.0,8.0,5.0,4.0,223,pm2.5,7,3,0,0,1,0,0,0
2020-07-17,106.0,67.16026241799437,105.0,6.0,5.0,4.0,253,pm2.5,7,4,0,0,1,0,0,0
2020-07-18,122.0,67.17900656044986,37.0,9.0,3.666666666666667,4.0,302,pm2.5,7,5,1,0,1,0,0,0
2020-07-19,84.0,67.19775070290534,27.0,12.0,2.333333333333333,4.0,180,pm2.5,7,6,1,0,1,0,0,0
2020-07-20,65.0,67.21649484536083,40.0,10.0,1.0,4.0,125,co,7,0,0,0,1,0,0,0
2020-07-21,67.0,67.2352389878163,38.0,9.0,1.0,4.0,125,co,7,1,0,0,1,0,0,0
2020-07-22,66.0,67.25398313027179,38.0,9.0,1.0,4.0,125,co,7,2,0,0,1,0,0,0
2020-07-23,70.0,67.27272727272727,38.0,7.0,5.0,4.0,133,pm2.5,7,3,0,0,1,0,0,0
2020-07-24,97.0,67.29147141518276,36.0,7.0,10.0,4.0,223,pm2.5,7,4,0,0,1,0,0,0
2020-07-25,146.0,67.31021555763823,15.0,10.0,2.0,4.0,320,pm2.5,7,5,1,0,1,0,0,0
2020-07-26,80.0,67.32895970009372,36.0,11.0,4.0,4.0,167,pm2.5,7,6,1,0,1,0,0,0
2020-07-27,90.0,67.34770384254921,38.0,10.0,4.0,4.0,200,pm2.5,7,0,0,0,1,0,0,0
2020-07-28,68.0,67.36644798500468,28.0,10.0,5.0,4.0,127,pm2.5,7,1,0,0,1,0,0,0
2020-07-29,61.0,67.38519212746017,20.0,10.0,6.0,4.0,125,co,7,2,0,0,1,0,0,0
2020-07-30,67.0,67.40393626991565,21.0,14.0,5.0,4.0,125,co,7,3,0,0,1,0,0,0
2020-07-31,76.0,67.42268041237114,18.0,10.0,6.0,4.0,153,pm2.5,7,4,0,0,1,0,0,0
2020-08-01,79.0,66.27928772258669,30.0,12.0,2.0,4.0,163,pm2.5,8,5,1,0,1,0,0,0
2020-08-02,81.0,66.29803186504218,36.0,11.0,2.0,4.0,170,pm2.5,8,6,1,0,1,0,0,0
2020-08-03,71.0,66.31677600749765,35.0,9.0,5.0,4.0,137,pm2.5,8,0,0,0,1,0,0,0
2020-08-04,77.0,66.33552014995314,37.0,7.0,5.0,4.0,157,pm2.5,8,1,0,0,1,0,0,0
2020-08-05,72.0,66.35426429240862,32.0,6.0,6.0,4.0,140,pm2.5,8,2,0,0,1,0,0,0
2020-08-06,57.0,66.3730084348641,34.0,7.0,4.0,4.0,125,co,8,3,0,0,1,0,0,0
2020-08-07,86.0,66.3917525773196,29.0,8.0,1.0,4.0,187,pm2.5,8,4,0,0,1,0,0,0
2020-08-08,96.0,66.41049671977507,32.0,7.0,1.0,4.0,220,pm2.5,8,5,1,0,1,0,0,0
2020-08-09,82.0,66.42924086223056,27.0,9.0,1.0,4.0,173,pm2.5,8,6,1,0,1,0,0,0
2020-08-10,99.0,66.44798500468603,23.0,11.0,2.0,4.0,230,pm2.5,8,0,0,0,1,0,0,0
2020-08-11,107.0,66.46672914714152,20.0,10.0,1.0,4.0,257,pm2.5,8,1,0,0,1,0,0,0
2020-08-12,62.0,66.485473289597,31.0,10.0,2.0,4.0,125,co,8,2,0,0,1,0,0,0
2020-08-13,62.0,66.50421743205249,24.0,11.0,9.0,4.0,125,co,8,3,0,0,1,0,0,0
2020-08-14,97.0,66.52296157450796,21.0,7.0,5.0,4.0,223,pm2.5,8,4,0,0,1,0,0,0
2020-08-15,84.0,66.54170571696345,24.0,6.0,2.0,4.0,180,pm2.5,8,5,1,0,1,0,0,0
2020-08-16,68.0,66.56044985941892,24.0,8.0,9.0,4.0,127,pm2.5,8,6,1,0,1,0,0,0
2020-08-17,68.0,66.57919400187441,32.0,10.0,7.0,4.0,127,pm2.5,8,0,0,0,1,0,0,0
2020-08-18,83.0,66.5979381443299,40.0,8.0,7.0,4.0,177,pm2.5,8,1,0,0,1,0,0,0
2020-08-19,55.0,66.61668228678538,38.0,7.0,8.0,4.0,125,co,8,2,0,0,1,0,0,0
2020-08-20,69.0,66.63542642924087,26.0,6.0,6.0,4.0,130,pm2.5,8,3,0,0,1,0,0,0
2020-08-21,51.0,66.65417057169634,28.0,6.0,5.0,4.0,125,co,8,4,0,0,1,0,0,0
2020-08-22,62.0,66.67291471415183,37.0,7.0,2.0,4.0,125,co,8,5,1,0,1,0,0,0
2020-08-23,49.0,66.6916588566073,31.0,9.0,6.0,4.0,125,co,8,6,1,0,1,0,0,0
2020-08-24,56.0,66.7104029990628,31.0,13.0,6.0,4.0,125,co,8,0,0,0,1,0,0,0
2020-08-25,71.0,66.72914714151827,30.0,10.0,2.0,4.0,137,pm2.5,8,1,0,0,1,0,0,0
2020-08-26,63.0,66.74789128397376,32.0,7.0,2.0,4.0,125,co,8,2,0,0,1,0,0,0
2020-08-27,62.0,66.76663542642925,27.0,7.0,2.0,4.0,125,co,8,3,0,0,1,0,0,0
2020-08-28,73.0,66.78537956888472,37.0,5.0,7.0,4.0,143,pm2.5,8,4,0,0,1,0,0,0
2020-08-29,69.0,66.80412371134021,43.0,8.0,2.0,4.0,130,pm2.5,8,5,1,0,1,0,0,0
2020-08-30,46.0,66.82286785379569,34.0,12.0,7.0,4.0,125,co,8,6,1,0,1,0,0,0
2020-08-31,63.0,66.84161199625117,37.0,15.0,10.0,4.0,125,co,8,0,0,0,1,0,0,0
2020-09-01,82.0,65.71696344892221,35.0,11.0,8.0,4.0,173,pm2.5,9,1,0,0,1,0,0,0
2020-09-02,72.0,65.73570759137769,36.0,8.0,5.0,4.0,140,pm2.5,9,2,0,0,1,0,0,0
2020-09-03,89.0,65.75445173383318,39.0,11.0,7.0,4.0,197,pm2.5,9,3,0,0,1,0,0,0
2020-09-04,93.0,65.77319587628865,37.0,14.0,2.0,4.0,210,pm2.5,9,4,0,0,1,0,0,0
2020-09-05,94.0,65.79194001874414,39.0,12.0,2.0,4.0,213,pm2.5,9,5,1,0,1,0,0,0
2020-09-06,71.0,65.81068416119962,31.0,17.0,2.0,4.0,137,pm2.5,9,6,1,0,1,0,0,0
2020-09-07,102.0,65.8294283036551,37.0,14.0,5.0,4.0,240,pm2.5,9,0,0,0,1,0,0,0
2020-09-08,89.0,65.8481724461106,35.0,18.0,11.0,4.0,197,pm2.5,9,1,0,0,1,0,0,0
2020-09-09,116.0,65.86691658856607,36.0,15.0,7.0,4.0,287,pm2.5,9,2,0,0,1,0,0,0
2020-09-10,131.0,65.88566073102156,39.0,14.0,2.0,4.0,308,pm2.5,9,3,0,0,1,0,0,0
2020-09-11,154.0,65.90440487347703,36.0,12.0,2.0,4.0,326,pm2.5,9,4,0,0,1,0,0,0
2020-09-12,149.0,65.92314901593252,36.0,10.0,2.0,4.0,322,pm2.5,9,5,1,0,1,0,0,0
2020-09-13,143.0,65.941893158388,33.0,12.0,7.0,4.0,318,pm2.5,9,6,1,0,1,0,0,0
2020-09-14,158.0,65.96063730084349,35.0,12.0,8.0,4.0,329,pm2.5,9,0,0,0,1,0,0,0
2020-09-15,147.0,65.97938144329896,37.0,10.0,7.0,4.0,321,pm2.5,9,1,0,0,1,0,0,0
2020-09-16,122.0,65.99812558575445,40.0,15.0,7.0,4.0,302,pm2.5,9,2,0,0,1,0,0,0
2020-09-17,145.0,66.01686972820994,29.0,15.0,7.0,4.0,319,pm2.5,9,3,0,0,1,0,0,0
2020-09-18,135.0,66.03561387066541,34.0,8.0,2.0,4.0,312,pm2.5,9,4,0,0,1,0,0,0
